from,to,cost
1201185,1210525,9500.2
1201185,1210542,10097.5
1201185,1210552,9334.9
1201185,1210572,9728.3
1201185,1210669,10200.0
1201185,1212281,9115.4
1201185,1212292,9393.9
1201185,1212303,9212.1
1201185,1212310,10029.6
1201185,1212455,9347.7
1201185,1212463,9435.7
1201185,1212473,10412.8
1201185,1213652,10236.1
1201185,1213654,7149.7
1201185,1213968,7893.5
1201185,1214080,9712.5
1201185,1214212,8083.8
1201185,1214238,8698.9
1201185,1214239,8702.7
1201185,1214253,10307.5
1201185,1214321,8193.9
1201185,1214322,9557.6
1201185,1214373,10149.4
1201185,1214461,10595.8
1201197,1201054,7128.7
1201197,1201066,4915.7
1201197,1201076,5115.6
1201197,1201087,5212.6
1201197,1201100,9461.3
1201197,1201112,4957.7
1201197,1201118,5718.4
1201197,1201125,5961.1
1201197,1201145,1616.3
1201197,1201159,2741.1
1201197,1201171,325.1
1201197,1201185,4075.9
1201197,1201197,0.0
1201197,1201211,4401.4
1201197,1201217,8873.8
1201197,1201222,5510.1
1201197,1201240,7597.4
1201197,1201254,6762.9
1201197,1201283,7025.5
1201197,1201292,10755.9
1201197,1201298,7805.2
1201197,1201315,9692.9
1201197,1201333,8869.7
1201197,1201365,9157.7
1201197,1201399,10301.5
1201197,1204621,10166.5
1201197,1204643,9563.7
1201197,1204650,8452.7
1201197,1204665,8237.3
1201197,1204688,7735.2
1201197,1204695,10020.9
1201197,1204699,7786.3
1201197,1204701,9800.3
1201197,1204716,8122.5
1201197,1204731,9686.5
1201197,1204737,7846.6
1201197,1204750,9961.7
1201197,1204761,6974.0
1201197,1204766,5495.1
1201197,1204781,9983.9
1201197,1204787,7209.4
1201197,1204798,9711.3
1201197,1204808,6523.5
1201197,1204816,5707.7
1201197,1204825,6746.3
1201197,1204841,8717.9
1201197,1204861,7291.9
1201197,1204869,8248.9
1201197,1204924,6885.1
1201197,1204937,7251.1
1201197,1204950,8182.0
1201197,1204967,10234.5
1201197,1204982,9302.3
1201197,1205012,9799.9
1201197,1209059,3430.6
1201197,1209070,8346.0
1201197,1209076,6032.8
1201197,1209091,3970.8
1201197,1209092,6617.6
1201197,1209161,3303.6
1201197,1209162,7288.5
1201197,1209176,6332.0
1201197,1209178,2644.4
1201197,1209189,968.0
1201197,1210524,10629.8
1201197,1210552,10323.4
1201197,1210609,10230.7
1201197,1210610,10237.9
1201197,1210728,9452.9
1201197,1210729,8917.1
1201197,1210736,9220.7
1201197,1210737,9081.9
1201197,1210744,9594.6
1201197,1210745,9322.1
1201197,1211276,10808.0
1201197,1211653,10699.1
1201197,1211663,10397.1
1201197,1211682,9912.9
1201197,1211692,9356.3
1201197,1211706,9001.7
1201197,1211716,8393.8
1201197,1211717,9470.7
1201197,1211724,8826.4
1201197,1211725,9034.8
1201197,1211731,8318.2
1201197,1211732,9541.8
1201197,1211740,7861.8
1201197,1211741,10005.8
1201197,1211750,7484.9
1201197,1211752,10381.1
1201197,1211760,6743.2
1201197,1211770,6126.4
1201197,1211784,5486.8
1201197,1211853,9297.0
1201197,1213963,6977.9
1201197,1213968,1992.1
1201197,1219081,4882.1
1201197,1219099,5034.1
1201211,1201066,10491.9
1201211,1201112,10533.8
1201211,1201145,7192.4
1201211,1201159,8317.3
1201211,1201171,5901.3
1201211,1201185,9652.1
1201211,1201197,5576.0
1201211,1201211,0.0
1201211,1201217,4472.3
1201211,1201222,1108.6
1201211,1201240,3196.0
1201211,1201254,2361.5
1201211,1201270,7116.0
1201211,1201283,2624.0
1201211,1201292,6354.5
1201211,1201298,3403.8
1201211,1201315,5291.4
1201211,1201333,4468.2
1201211,1201350,8084.4
1201211,1201365,4756.3
1201211,1201399,5900.1
1201211,1201406,9970.1
1201211,1201419,7591.0
1201211,1201430,7062.3
1201211,1201453,8690.6
1201211,1201481,8964.2
1201211,1203084,9514.4
1201211,1203124,8577.2
1201211,1203148,8843.6
1201211,1203172,9167.0
1201211,1203184,9717.6
1201211,1204937,10102.2
1201211,1204967,9030.9
1201211,1205028,10108.3
1201211,1209059,9006.7
1201211,1209070,3944.6
1201211,1209076,1631.3
1201211,1209091,9546.9
1201211,1209161,8879.8
1201211,1209178,8220.5
1201211,1209189,6544.2
1201211,1209204,6772.6
1201211,1210173,8510.3
1201211,1210189,9261.6
1201211,1210220,9969.1
1201211,1210446,8316.3
1201211,1210456,9886.2
1201211,1210465,9545.7
1201211,1210466,8639.4
1201211,1210474,8959.8
1201211,1210475,9231.9
1201211,1210487,10456.6
1201211,1210489,9663.5
1201211,1210494,9764.5
1201211,1210504,8502.4
1201211,1210505,9963.5
1201211,1210524,9316.1
1201211,1210525,9174.9
1201211,1210542,9772.1
1201211,1210552,9009.6
1201211,1210572,9403.0
1201211,1210669,9874.7
1201211,1212281,8790.1
1201211,1212292,9068.6
1201211,1212303,8886.8
1201211,1212310,9704.3
1201211,1212455,9022.4
1201211,1212463,9110.4
1201211,1212473,10087.5
1201211,1213652,9910.8
1201211,1213654,6824.3
1201211,1213968,7568.2
1201211,1214080,9387.2
1201211,1214209,10114.0
1201211,1214212,7758.5
1201211,1214238,8373.6
1201211,1214239,8377.4
1201211,1214253,9982.2
1201211,1214321,7868.6
1201211,1214322,9232.3
1201211,1214373,9824.1
1201211,1214461,10270.5
1201217,1201054,8232.0
1201217,1201066,6019.0
1201217,1201076,6218.8
1201217,1201087,6315.9
1201217,1201100,10564.6
1201217,1201112,6061.0
1201217,1201118,6821.6
1201217,1201125,7064.3
1201217,1201145,2719.6
1201217,1201159,3844.4
1201217,1201171,1428.4
1201217,1201185,5179.2
1201217,1201197,1103.1
1201217,1201211,2034.6
1201217,1201217,0.0
1201217,1201222,3143.4
1201217,1201240,5230.7
1201217,1201254,4396.2
1201217,1201270,9150.7
1201217,1201283,4658.8
1201217,1201292,8389.2
1201217,1201298,5438.5
1201217,1201315,7326.1
1201217,1201333,6503.0
1201217,1201350,9906.3
1201217,1201365,6791.0
1201217,1201399,7934.8
1201217,1201419,9625.7
1201217,1201430,9097.1
1201217,1201453,10725.4
1201217,1201481,10998.9
1201217,1203124,10612.0
1201217,1203184,10883.8
1201217,1204643,10667.0
1201217,1204650,9555.9
1201217,1204665,9340.6
1201217,1204688,8838.5
1201217,1204695,11124.2
1201217,1204699,8889.6
1201217,1204701,10903.6
1201217,1204716,9225.8
1201217,1204731,10789.8
1201217,1204737,8949.9
1201217,1204750,11065.0
1201217,1204761,8077.3
1201217,1204766,6598.4
1201217,1204781,8267.8
1201217,1204787,8312.6
1201217,1204798,7995.2
1201217,1204808,7626.7
1201217,1204816,6811.0
1201217,1204825,7849.5
1201217,1204841,7001.8
1201217,1204861,8395.2
1201217,1204869,6532.8
1201217,1204924,7988.4
1201217,1204937,6007.4
1201217,1204950,9285.2
1201217,1204967,8990.8
1201217,1204982,10405.6
1201217,1204997,10681.7
1201217,1205012,8557.6
1201217,1205028,10446.5
1201217,1205045,9652.8
1201217,1205071,9933.1
1201217,1205088,10940.6
1201217,1209059,4533.9
1201217,1209070,527.7
1201217,1209076,3666.0
1201217,1209091,5074.0
1201217,1209092,7720.9
1201217,1209161,4406.9
1201217,1209162,8391.8
1201217,1209176,7435.3
1201217,1209178,3747.6
1201217,1209189,2071.3
1201217,1209204,8807.3
1201217,1210173,10545.0
1201217,1210446,8815.5
1201217,1210456,10108.5
1201217,1210465,9768.0
1201217,1210466,9943.4
1201217,1210474,9182.2
1201217,1210475,10536.0
1201217,1210487,10393.2
1201217,1210504,8724.7
1201217,1210505,9900.1
1201217,1210524,9252.7
1201217,1210525,9397.2
1201217,1210542,9994.5
1201217,1210552,8946.2
1201217,1210572,9339.6
1201217,1210669,9811.3
1201217,1210678,10483.2
1201217,1210728,9518.4
1201217,1210729,8982.7
1201217,1210736,9286.3
1201217,1210737,9147.5
1201217,1210744,9660.2
1201217,1210745,9387.7
1201217,1211692,10459.6
1201217,1211706,10105.0
1201217,1211716,9497.0
1201217,1211717,9833.4
1201217,1211724,9189.2
1201217,1211725,10138.1
1201217,1211731,8681.0
1201217,1211732,10645.1
1201217,1211740,8224.6
1201217,1211741,11109.1
1201217,1211750,8588.2
1201217,1211752,11484.4
1201217,1211760,7846.5
1201217,1211770,7229.7
1201217,1211784,6590.1
1201217,1211853,10400.3
1201217,1212281,9698.9
1201217,1212292,9977.5
1201217,1212303,9224.9
1201217,1212310,10042.4
1201217,1212320,10943.8
1201217,1212455,9521.6
1201217,1212463,10402.3
1201217,1213654,8859.1
1201217,1213963,8081.2
1201217,1213968,3095.3
1201217,1214212,9793.2
1201217,1214238,10408.3
1201217,1214239,10412.1
1201217,1214253,11050.7
1201217,1214321,9903.3
1201217,1219081,5985.4
1201217,1219099,6137.4
1201222,1201066,9382.9
1201222,1201076,9582.8
1201222,1201087,9679.8
1201222,1201112,9424.9
1201222,1201118,10185.6
1201222,1201125,10428.3
1201222,1201145,6083.5
1201222,1201159,7208.3
1201222,1201171,4792.3
1201222,1201185,8543.1
1201222,1201197,4467.0
1201222,1201211,5398.6
1201222,1201217,3363.4
1201222,1201222,0.0
1201222,1201240,2087.0
1201222,1201254,1252.5
1201222,1201270,6007.1
1201222,1201283,1515.1
1201222,1201292,5245.5
1201222,1201298,2294.8
1201222,1201315,4182.5
1201222,1201333,3359.3
1201222,1201350,6975.5
1201222,1201365,3647.3
1201222,1201382,9834.6
1201222,1201399,4791.1
1201222,1201406,8861.1
1201222,1201410,9705.8
1201222,1201419,6482.1
1201222,1201430,5953.4
1201222,1201453,7581.7
1201222,1201481,7855.3
1201222,1201510,9765.4
1201222,1201541,10792.1
1201222,1203050,10137.2
1201222,1203076,9840.5
1201222,1203084,8405.5
1201222,1203090,10817.8
1201222,1203095,9258.2
1201222,1203110,9725.8
1201222,1203124,7468.3
1201222,1203136,9479.9
1201222,1203148,7734.7
1201222,1203172,8058.1
1201222,1203184,8608.6
1201222,1203221,9853.8
1201222,1203254,10611.9
1201222,1204766,9962.3
1201222,1204798,10981.0
1201222,1204816,10072.2
1201222,1204841,9987.6
1201222,1204869,9518.6
1201222,1204937,8993.3
1201222,1204944,10849.2
1201222,1204967,7922.0
1201222,1204997,9234.6
1201222,1205028,8999.4
1201222,1205062,10090.8
1201222,1205071,9260.6
1201222,1205088,10268.1
1201222,1209059,7897.8
1201222,1209070,2835.6
1201222,1209076,522.7
1201222,1209091,8438.0
1201222,1209161,7770.8
1201222,1209176,10799.2
1201222,1209178,7111.6
1201222,1209189,5435.2
1201222,1209204,5663.7
1201222,1209831,12067.4
1201222,1210172,10286.6
1201222,1210173,7401.4
1201222,1210189,8152.7
1201222,1210220,8860.2
1201222,1210446,7207.3
1201222,1210456,8777.3
1201222,1210465,8436.7
1201222,1210466,7530.5
1201222,1210474,7850.9
1201222,1210475,8123.0
1201222,1210487,9347.6
1201222,1210489,8554.5
1201222,1210494,8655.5
1201222,1210504,7393.4
1201222,1210505,8854.6
1201222,1210524,8207.1
1201222,1210525,8066.0
1201222,1210542,8663.2
1201222,1210552,7900.7
1201222,1210572,8294.1
1201222,1210669,8765.7
1201222,1210678,9437.6
1201222,1210688,10106.8
1201222,1210697,10451.7
1201222,1210706,11315.0
1201222,1210716,11786.0
1201222,1210728,11090.7
1201222,1210729,10554.9
1201222,1210736,10858.5
1201222,1210737,10719.7
1201222,1210745,10959.9
1201222,1211770,10593.6
1201222,1211784,9954.0
1201222,1212281,7681.1
1201222,1212292,7959.7
1201222,1212303,7777.8
1201222,1212310,8595.4
1201222,1212311,10797.5
1201222,1212319,9910.9
1201222,1212320,9496.8
1201222,1212333,9843.5
1201222,1212345,10798.5
1201222,1212347,10800.9
1201222,1212454,10744.7
1201222,1212455,7913.4
1201222,1212463,8001.5
1201222,1212464,9821.7
1201222,1212472,10348.0
1201222,1212473,8978.5
1201222,1212479,9499.9
1201222,1212480,9819.7
1201222,1212489,10557.3
1201222,1212496,9413.0
1201222,1213652,8801.8
1201222,1213654,5715.4
1201222,1213968,6459.3
1201222,1214080,8278.2
1201222,1214209,9005.0
1201222,1214212,6649.5
1201222,1214215,11495.3
1201222,1214238,7264.7
1201222,1214239,7268.4
1201222,1214253,8873.3
1201222,1214321,6759.6
1201222,1214322,8123.3
1201222,1214373,8715.2
1201222,1214461,9161.5
1201222,1219081,9349.3
1201222,1219099,9501.3
1201240,1201054,9508.8
1201240,1201066,7295.8
1201240,1201076,7495.7
1201240,1201087,7592.7
1201240,1201112,7337.8
1201240,1201118,8098.5
1201240,1201125,8341.2
1201240,1201145,3996.4
1201240,1201159,5121.2
1201240,1201171,2705.2
1201240,1201185,6456.0
1201240,1201197,2379.9
1201240,1201211,3311.4
1201240,1201217,1276.2
1201240,1201222,4420.2
1201240,1201240,0.0
1201240,1201254,5673.0
1201240,1201270,10427.6
1201240,1201283,5935.6
1201240,1201292,9666.0
1201240,1201298,6715.3
1201240,1201315,8602.9
1201240,1201333,7779.8
1201240,1201365,8067.8
1201240,1201399,9211.6
1201240,1201430,10373.9
1201240,1204688,10115.3
1201240,1204699,10166.4
1201240,1204716,10502.6
1201240,1204737,10226.7
1201240,1204761,9354.1
1201240,1204766,7875.2
1201240,1204781,9544.6
1201240,1204787,9589.5
1201240,1204798,9272.0
1201240,1204808,8903.5
1201240,1204816,8087.8
1201240,1204825,9126.4
1201240,1204841,8278.6
1201240,1204861,9672.0
1201240,1204869,7809.6
1201240,1204924,9265.2
1201240,1204937,7284.3
1201240,1204950,10562.0
1201240,1204967,10267.6
1201240,1205012,9834.4
1201240,1209059,5810.7
1201240,1209070,748.5
1201240,1209076,4942.8
1201240,1209091,6350.9
1201240,1209092,8997.7
1201240,1209161,5683.7
1201240,1209162,9668.6
1201240,1209176,8712.1
1201240,1209178,5024.4
1201240,1209189,3348.1
1201240,1209204,10084.1
1201240,1210446,10092.3
1201240,1210474,10459.0
1201240,1210504,10001.5
1201240,1210524,10529.5
1201240,1210552,10223.0
1201240,1210729,10259.5
1201240,1210737,10424.3
1201240,1210745,10664.5
1201240,1211724,10466.0
1201240,1211731,9957.8
1201240,1211740,9501.4
1201240,1211750,9865.0
1201240,1211760,9123.3
1201240,1211770,8506.5
1201240,1211784,7866.9
1201240,1213654,10135.9
1201240,1213963,9358.0
1201240,1213968,4372.1
1201240,1219081,7262.2
1201240,1219099,7414.2
1201254,1201145,8997.9
1201254,1201159,10122.7
1201254,1201171,7706.7
1201254,1201197,7381.4
1201254,1201211,8313.0
1201254,1201217,6277.8
1201254,1201222,9421.7
1201254,1201240,5001.4
1201254,1201254,0.0
1201254,1201270,4754.4
1201254,1201283,262.4
1201254,1201292,3992.8
1201254,1201298,1042.1
1201254,1201315,2929.8
1201254,1201333,2106.6
1201254,1201350,5722.8
1201254,1201365,2394.6
1201254,1201382,8581.9
1201254,1201399,3538.4
1201254,1201406,7608.4
1201254,1201410,8453.1
1201254,1201419,5229.4
1201254,1201430,4700.7
1201254,1201453,6329.0
1201254,1201481,6602.6
1201254,1201510,8512.7
1201254,1201541,9539.4
1201254,1201558,10030.4
1201254,1203016,10490.7
1201254,1203040,10091.5
1201254,1203050,8884.5
1201254,1203076,8587.8
1201254,1203082,10251.3
1201254,1203084,7152.8
1201254,1203090,9565.1
1201254,1203095,8005.5
1201254,1203110,8922.7
1201254,1203124,6215.6
1201254,1203136,8676.8
1201254,1203148,6482.0
1201254,1203172,6805.4
1201254,1203184,7355.9
1201254,1203221,9406.5
1201254,1203254,10164.6
1201254,1204997,10033.6
1201254,1205028,9798.4
1201254,1205062,10193.2
1201254,1209070,5750.0
1201254,1209076,9944.4
1201254,1209178,10026.0
1201254,1209189,8349.6
1201254,1209204,4411.0
1201254,1209243,10646.7
1201254,1210172,9033.9
1201254,1210173,6148.7
1201254,1210189,6900.0
1201254,1210220,7607.5
1201254,1210446,5954.6
1201254,1210456,9374.7
1201254,1210465,9034.1
1201254,1210466,6277.8
1201254,1210474,8690.1
1201254,1210475,6870.3
1201254,1210489,7301.8
1201254,1210494,7402.8
1201254,1210504,7833.4
1201254,1210525,8341.4
1201254,1210542,8938.6
1201254,1210552,9879.9
1201254,1210572,9875.5
1201254,1210669,10347.1
1201254,1212281,8082.7
1201254,1212292,8361.2
1201254,1212303,8580.4
1201254,1212310,9398.0
1201254,1212320,10299.4
1201254,1212454,9492.0
1201254,1212455,6660.7
1201254,1212463,6748.8
1201254,1212464,8569.0
1201254,1212472,9095.3
1201254,1212473,7725.8
1201254,1212479,8247.2
1201254,1212480,8567.0
1201254,1212489,9304.6
1201254,1212496,8160.3
1201254,1213650,10551.9
1201254,1213652,7549.1
1201254,1213654,4462.7
1201254,1213968,9373.7
1201254,1214080,7025.5
1201254,1214081,10092.1
1201254,1214209,7752.3
1201254,1214212,5396.8
1201254,1214238,6012.0
1201254,1214239,6015.7
1201254,1214253,8033.5
1201254,1214321,5506.9
1201254,1214322,6870.6
1201254,1214373,7462.5
1201254,1214461,7908.8
1201270,1201054,9755.8
1201270,1201066,7542.8
1201270,1201076,7742.6
1201270,1201087,7839.7
1201270,1201112,7584.7
1201270,1201118,8345.4
1201270,1201125,8588.1
1201270,1201145,4243.3
1201270,1201159,5368.2
1201270,1201171,2952.2
1201270,1201185,6703.0
1201270,1201197,2626.9
1201270,1201211,3558.4
1201270,1201217,1523.2
1201270,1201222,4667.1
1201270,1201240,246.9
1201270,1201254,5920.0
1201270,1201270,0.0
1201270,1201283,6182.6
1201270,1201292,9913.0
1201270,1201298,6962.3
1201270,1201315,8849.9
1201270,1201333,8026.7
1201270,1201365,8314.8
1201270,1201399,9458.6
1201270,1201430,10620.9
1201270,1204716,10749.5
1201270,1204737,10473.7
1201270,1204761,9601.0
1201270,1204766,8122.1
1201270,1204781,9791.6
1201270,1204787,9836.4
1201270,1204798,9519.0
1201270,1204808,9150.5
1201270,1204816,8334.7
1201270,1204825,9373.3
1201270,1204841,8525.6
1201270,1204861,9919.0
1201270,1204869,8056.5
1201270,1204924,9512.2
1201270,1204937,7531.2
1201270,1204950,10809.0
1201270,1205012,10081.4
1201270,1209059,6057.6
1201270,1209070,995.5
1201270,1209076,5189.8
1201270,1209091,6597.8
1201270,1209092,9244.7
1201270,1209161,5930.7
1201270,1209162,9915.6
1201270,1209176,8959.1
1201270,1209178,5271.4
1201270,1209189,3595.1
1201270,1209204,10331.1
1201270,1210504,10248.5
1201270,1210552,10470.0
1201270,1210729,10506.5
1201270,1210737,10671.2
1201270,1210745,10911.5
1201270,1211724,10713.0
1201270,1211731,10204.8
1201270,1211740,9748.4
1201270,1211750,10112.0
1201270,1211760,9370.2
1201270,1211770,8753.4
1201270,1211784,8113.9
1201270,1213654,10382.8
1201270,1213963,9604.9
1201270,1213968,4619.1
1201270,1219081,7509.2
1201270,1219099,7661.2
1201283,1201145,8735.4
1201283,1201159,9860.2
1201283,1201171,7444.2
1201283,1201197,7118.9
1201283,1201211,8050.5
1201283,1201217,6015.3
1201283,1201222,9159.2
1201283,1201240,4738.9
1201283,1201254,10412.0
1201283,1201270,4491.9
1201283,1201283,0.0
1201283,1201292,3730.3
1201283,1201298,779.6
1201283,1201315,2667.3
1201283,1201333,1844.1
1201283,1201350,5460.3
1201283,1201365,2132.1
1201283,1201382,8319.4
1201283,1201399,3275.9
1201283,1201406,7345.9
1201283,1201410,8190.6
1201283,1201419,4966.9
1201283,1201430,4438.2
1201283,1201453,6066.5
1201283,1201469,10330.5
1201283,1201481,6340.1
1201283,1201510,8250.2
1201283,1201541,9276.9
1201283,1201558,9767.9
1201283,1203016,10228.2
1201283,1203040,9829.0
1201283,1203050,8622.0
1201283,1203076,8325.3
1201283,1203082,9988.8
1201283,1203084,6890.3
1201283,1203090,9302.6
1201283,1203095,7743.0
1201283,1203110,8660.2
1201283,1203124,5953.1
1201283,1203136,8414.3
1201283,1203148,6219.5
1201283,1203172,6542.9
1201283,1203184,7093.4
1201283,1203221,9144.0
1201283,1203254,9902.1
1201283,1204944,11385.7
1201283,1204967,10390.8
1201283,1204997,9771.1
1201283,1205028,9535.9
1201283,1205062,9930.7
1201283,1209059,10549.7
1201283,1209070,5487.5
1201283,1209076,9681.9
1201283,1209091,11089.9
1201283,1209161,10422.7
1201283,1209178,9763.5
1201283,1209189,8087.1
1201283,1209204,4148.5
1201283,1209243,10384.2
1201283,1209831,11357.6
1201283,1210172,8771.4
1201283,1210173,5886.2
1201283,1210189,6637.5
1201283,1210190,10710.9
1201283,1210205,10456.9
1201283,1210220,7345.0
1201283,1210446,5692.1
1201283,1210447,9979.5
1201283,1210456,9112.2
1201283,1210465,8771.6
1201283,1210466,6015.3
1201283,1210474,8427.6
1201283,1210475,6607.8
1201283,1210489,7039.3
1201283,1210494,7140.3
1201283,1210504,7570.9
1201283,1210524,10544.5
1201283,1210525,8078.9
1201283,1210542,8676.1
1201283,1210552,9617.4
1201283,1210572,9613.0
1201283,1210669,10084.6
1201283,1212281,7820.1
1201283,1212292,8098.7
1201283,1212303,8317.9
1201283,1212310,9135.5
1201283,1212320,10036.9
1201283,1212333,10383.6
1201283,1212345,11338.6
1201283,1212347,11341.0
1201283,1212454,9229.5
1201283,1212455,6398.2
1201283,1212463,6486.3
1201283,1212464,8306.5
1201283,1212472,8832.8
1201283,1212473,7463.3
1201283,1212479,7984.7
1201283,1212480,8304.5
1201283,1212484,10104.8
1201283,1212489,9042.1
1201283,1212496,7897.8
1201283,1213650,10289.4
1201283,1213652,7286.6
1201283,1213654,4200.2
1201283,1213968,9111.2
1201283,1214080,6763.0
1201283,1214081,9829.6
1201283,1214209,7489.8
1201283,1214212,5134.3
1201283,1214215,11002.9
1201283,1214238,5749.5
1201283,1214239,5753.2
1201283,1214253,7770.9
1201283,1214321,5244.4
1201283,1214322,6608.1
1201283,1214373,7200.0
1201283,1214461,7646.3
1201292,1201054,10517.1
1201292,1201066,8304.1
1201292,1201076,8504.0
1201292,1201087,8601.0
1201292,1201112,8346.1
1201292,1201118,9106.8
1201292,1201125,9349.5
1201292,1201145,5004.7
1201292,1201159,6129.5
1201292,1201171,3713.5
1201292,1201185,7464.3
1201292,1201197,3388.2
1201292,1201211,4319.7
1201292,1201217,2284.5
1201292,1201222,5428.5
1201292,1201240,1008.2
1201292,1201254,6681.3
1201292,1201270,761.2
1201292,1201283,1527.5
1201292,1201292,0.0
1201292,1201298,2307.2
1201292,1201315,4194.8
1201292,1201333,3371.7
1201292,1201350,6565.7
1201292,1201365,3659.7
1201292,1201382,9847.0
1201292,1201399,4803.5
